,Player,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age at First Season,Age at Last Season,Num Season(s),MVP(s)
1360,Jordan Hamilton,SF,['DEN' 'TOT' 'HOU' 'LAC' 'NOP'],30.1,4.7,15.3,2.4,5.8,40.7,1.0,2.7,36.6,1.4,3.1,43.2,49.6,0.5,0.8,65.7,0.6,2.4,3.0,1.0,0.5,0.2,0.8,1.1,6.3,21,25,5,0
1361,Justin Harper,PF,['ORL' 'DET' 'PHI'],7.3,0.0,7.8,1.0,2.7,36.9,0.5,1.7,29.5,0.5,1.1,33.0,47.4,0.1,0.2,25.0,0.3,0.6,0.9,0.3,0.1,0.1,0.7,0.6,2.7,22,27,3,0
1362,Josh Harrellson,C,['NYK' 'MIA' 'DET'],25.0,1.3,9.9,1.2,2.7,44.3,0.4,1.1,30.9,0.8,1.6,57.9,50.9,0.3,0.4,61.0,0.9,1.6,2.5,0.3,0.3,0.4,0.4,1.1,3.0,22,24,3,0
1363,Terrel Harris,SG,['MIA' 'TOT' 'NOH'],15.5,0.2,8.4,0.5,1.9,21.3,0.1,0.7,5.1,0.4,1.2,28.5,22.5,0.5,0.7,65.4,0.4,1.2,1.5,0.6,0.2,0.1,0.9,1.0,1.6,24,25,2,0
1364,Tobias Harris,PF,['MIL' 'TOT' 'ORL' 'DET' 'LAC' 'PHI'],55.1,47.5,30.8,6.1,12.8,47.1,1.3,3.6,35.4,4.7,9.2,51.2,52.0,2.5,3.0,82.8,1.0,5.1,6.2,2.2,0.7,0.5,1.4,2.1,15.9,19,29,11,0
1365,Cory Higgins,PG,CHA,22.0,0.0,8.2,1.2,3.7,32.0,0.2,0.6,20.0,1.0,3.0,35.0,34.0,0.6,1.0,60.0,0.2,0.5,0.7,0.8,0.3,0.1,0.5,1.0,3.1,22,23,2,0
1366,Darington Hobson,SG,MIL,5.0,0.0,7.8,0.4,2.6,15.4,0.0,1.2,0.0,0.4,1.4,28.6,15.4,0.0,0.0,,0.0,0.6,0.6,1.2,0.0,0.0,0.4,0.2,0.8,24,24,1,0
1367,Tyler Honeycutt,SF,SAC,12.0,0.0,4.8,0.4,1.4,30.3,0.0,0.2,16.7,0.4,1.2,33.3,31.4,0.2,0.2,80.0,0.2,0.8,1.0,0.4,0.2,0.2,0.4,0.2,1.1,21,22,2,0
1368,Dennis Horner,PF,NJN,8.0,0.0,2.8,0.1,0.5,25.0,0.0,0.1,0.0,0.1,0.4,33.3,25.0,0.4,0.5,75.0,0.3,0.4,0.6,0.0,0.0,0.0,0.1,0.1,0.6,23,23,1,0
1369,Kyrie Irving,PG,['CLE' 'BOS' 'BRK'],55.5,55.5,34.0,8.6,18.3,47.0,2.3,5.9,39.2,6.3,12.4,50.7,53.3,3.9,4.4,88.7,0.8,3.2,4.0,5.8,1.3,0.4,2.6,2.3,23.5,19,29,11,0
1370,Reggie Jackson,PG,['OKC' 'TOT' 'DET' 'LAC'],54.1,34.8,25.5,4.8,11.4,42.1,1.3,3.9,33.5,3.5,7.6,46.1,48.0,1.9,2.3,84.7,0.5,2.5,3.1,4.5,0.6,0.1,1.9,2.0,12.9,21,31,11,0
1371,Charles Jenkins,PG,['GSW' 'TOT' 'PHI'],42.2,7.5,10.9,1.3,3.2,41.0,0.0,0.1,38.3,1.3,3.0,41.5,41.4,0.3,0.5,61.8,0.2,0.6,0.8,1.5,0.4,0.0,0.6,0.7,3.0,22,23,2,0
1372,Carldell Johnson,PG,NOH,15.0,0.0,7.9,0.7,2.3,31.4,0.3,1.0,26.7,0.5,1.3,35.0,37.1,0.1,0.2,33.3,0.1,0.5,0.6,1.5,0.5,0.0,0.5,0.7,1.8,29,29,1,0
1373,Ivan Johnson,PF,ATL,62.5,2.5,15.8,2.6,5.1,51.6,0.0,0.2,20.5,2.6,4.9,52.6,51.8,1.2,1.8,66.9,1.2,2.8,4.0,0.6,0.8,0.2,1.1,2.0,6.5,27,28,2,0
1374,JaJuan Johnson,PF,BOS,36.0,0.0,8.3,1.5,3.4,44.6,0.0,0.0,,1.5,3.4,44.6,44.6,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.1,0.4,0.4,0.7,3.2,22,22,1,0
1375,Jerome Jordan,C,['NYK' 'BRK'],32.5,0.0,6.9,1.0,1.8,52.4,0.0,0.0,,1.0,1.8,52.4,52.4,0.6,0.8,83.2,1.0,0.9,1.8,0.2,0.1,0.3,0.3,1.0,2.6,25,28,2,0
1376,Cory Joseph,PG,['SAS' 'TOR' 'IND' 'SAC' 'TOT' 'DET'],60.8,14.3,21.4,2.7,6.1,44.3,0.5,1.6,32.9,2.2,4.4,48.0,48.7,1.1,1.3,78.8,0.5,2.0,2.5,3.0,0.8,0.2,1.1,1.6,7.1,20,30,11,0
1377,D.J. Kennedy,SF,CLE,2.0,0.0,29.5,2.5,6.0,41.7,1.0,2.0,50.0,1.5,4.0,37.5,50.0,0.0,1.0,0.0,0.5,3.0,3.5,1.5,1.0,0.0,1.5,3.5,6.0,22,22,1,0
1378,Brandon Knight,PG,['DET' 'MIL' 'TOT' 'PHO' 'HOU' 'CLE' 'DAL'],38.5,29.3,24.9,4.0,10.1,38.4,1.5,4.6,33.1,2.5,5.5,44.6,46.5,1.9,2.3,77.6,0.4,2.1,2.5,3.4,0.7,0.1,1.9,1.8,11.4,20,30,9,0
1379,Malcolm Lee,SG,['MIN' 'PHI'],12.0,4.0,11.0,1.0,3.0,25.7,0.2,0.7,26.6,0.8,2.3,27.8,28.0,0.5,0.7,71.2,0.5,0.8,1.3,1.0,0.4,0.2,0.5,1.0,2.7,21,24,3,0
1380,Kawhi Leonard,SF,['SAS' 'TOR' 'LAC'],57.6,54.9,30.6,6.8,13.9,49.3,1.5,3.9,37.6,5.4,10.0,53.9,54.6,3.9,4.5,84.0,1.2,5.1,6.3,2.9,1.8,0.7,1.6,1.6,19.0,20,29,10,0
